OrderID,OrderDate,Market,Country,ISO3,Segment,Category,SubCategory,Quantity,Discount,Sales,Profit
ORD-117495,2022-03-29,LATAM,Argentina,ARG,Consumer,Technology,Copiers,6,0.0,5116.38,471.36
ORD-103756,2022-03-29,Europe,Netherlands,NLD,Consumer,Office Supplies,Paper,6,0.1,169.14,27.16
ORD-110484,2022-03-29,Europe,United Kingdom,GBR,Consumer,Office Supplies,Labels,3,0.1,56.4,9.37
ORD-102246,2022-03-29,US,United States,USA,Home Office,Furniture,Chairs,5,0.4,2067.1,-174.42
ORD-118601,2022-03-29,US,United States,USA,Home Office,Furniture,Bookcases,4,0.3,2311.24,-228.57
ORD-113524,2022-03-29,US,United States,USA,Consumer,Office Supplies,Storage,8,0.0,694.88,92.9
ORD-110578,2022-03-29,US,Canada,CAN,Corporate,Technology,Phones,4,0.2,1460.28,86.28
ORD-109529,2022-03-30,APAC,Australia,AUS,Consumer,Office Supplies,Labels,8,0.0,110.32,25.11
ORD-111602,2022-03-30,APAC,China,CHN,Consumer,Furniture,Chairs,4,0.0,1548.52,31.52
ORD-117686,2022-03-30,Europe,Germany,DEU,Home Office,Furniture,Furnishings,3,0.1,177.63,5.97
ORD-113496,2022-03-30,US,United States,USA,Consumer,Furniture,Chairs,1,0.0,515.6,59.93
ORD-100189,2022-03-30,Europe,Spain,ESP,Consumer,Office Supplies,Storage,3,0.1,288.51,0.47
ORD-116626,2022-03-30,US,United States,USA,Home Office,Furniture,Bookcases,2,0.1,1440.52,147.97
ORD-115984,2022-03-30,Africa,South Africa,ZAF,Home Office,Furniture,Chairs,8,0.0,2720.16,120.48
ORD-102557,2022-03-30,Africa,Egypt,EGY,Consumer,Furniture,Bookcases,3,0.0,2539.68,204.82
ORD-112948,2022-03-30,LATAM,Brazil,BRA,Corporate,Furniture,Furnishings,5,0.0,177.85,7.23
ORD-113792,2022-03-30,Middle East,United Arab Emirates,ARE,Consumer,Technology,Phones,1,0.0,412.35,58.3
ORD-118250,2022-03-30,LATAM,Mexico,MEX,Consumer,Office Supplies,Storage,4,0.3,613.4,-84.52
ORD-105298,2022-03-30,US,United States,USA,Corporate,Furniture,Bookcases,4,0.0,1238.36,102.94
ORD-118051,2022-03-31,Europe,Germany,DEU,Corporate,Office Supplies,Binders,8,0.0,205.68,29.11
ORD-106635,2022-03-31,Europe,United Kingdom,GBR,Home Office,Office Supplies,Paper,7,0.0,48.09,10.75
ORD-118069,2022-03-31,Africa,South Africa,ZAF,Corporate,Office Supplies,Paper,5,0.1,204.05,15.62
ORD-113818,2022-03-31,Europe,Spain,ESP,Home Office,Furniture,Bookcases,2,0.0,1439.06,137.55
ORD-109365,2022-03-31,US,United States,USA,Consumer,Furniture,Bookcases,7,0.0,3981.04,405.9
ORD-106187,2022-03-31,US,United States,USA,Consumer,Furniture,Tables,5,0.2,3596.15,-455.69
ORD-119128,2022-03-31,US,United States,USA,Consumer,Office Supplies,Binders,2,0.2,151.84,9.52
ORD-113538,2022-03-31,Africa,Egypt,EGY,Consumer,Office Supplies,Binders,2,0.2,99.84,-3.92
ORD-117972,2022-03-31,US,United States,USA,Consumer,Office Supplies,Paper,6,0.3,252.36,12.52
ORD-102324,2022-03-31,APAC,Japan,JPN,Home Office,Office Supplies,Paper,2,0.1,21.04,3.15
ORD-101859,2022-03-31,Africa,Egypt,EGY,Corporate,Office Supplies,Appliances,1,0.2,222.04,-10.45
ORD-105636,2022-03-31,Europe,Italy,ITA,Corporate,Office Supplies,Appliances,3,0.0,231.03,14.29
ORD-117223,2022-03-31,Europe,Netherlands,NLD,Corporate,Office Supplies,Art,1,0.2,50.93,2.64
ORD-111693,2022-03-31,US,United States,USA,Corporate,Furniture,Tables,2,0.3,1779.26,-375.78
ORD-103935,2022-04-01,Europe,Spain,ESP,Consumer,Office Supplies,Storage,2,0.3,436.3,-38.1
ORD-114456,2022-04-01,Europe,Germany,DEU,Corporate,Technology,Phones,2,0.0,340.26,67.73
ORD-106133,2022-04-01,APAC,China,CHN,Consumer,Office Supplies,Binders,1,0.0,58.34,6.54
ORD-119296,2022-04-01,APAC,China,CHN,Corporate,Furniture,Tables,1,0.0,874.6,-65.87
ORD-102085,2022-04-01,Europe,Spain,ESP,Home Office,Technology,Copiers,7,0.2,7398.65,246.75
ORD-102366,2022-04-01,Europe,France,FRA,Corporate,Technology,Phones,5,0.2,3886.1,245.92
ORD-108021,2022-04-01,Europe,Italy,ITA,Consumer,Furniture,Tables,6,0.0,1669.14,-127.95
ORD-119446,2022-04-01,Europe,Germany,DEU,Consumer,Furniture,Bookcases,1,0.3,698.12,-40.92
ORD-119783,2022-04-01,US,United States,USA,Corporate,Technology,Copiers,3,0.1,2458.5,269.24
ORD-104245,2022-04-01,APAC,Japan,JPN,Corporate,Furniture,Tables,4,0.0,2903.32,-124.99
ORD-102188,2022-04-01,US,Canada,CAN,Corporate,Office Supplies,Appliances,1,0.2,492.41,-27.46
ORD-107095,2022-04-01,Africa,South Africa,ZAF,Consumer,Furniture,Furnishings,7,0.1,616.0,16.49
ORD-111031,2022-04-01,LATAM,Brazil,BRA,Consumer,Technology,Phones,3,0.2,1113.36,5.74
ORD-119142,2022-04-01,APAC,China,CHN,Home Office,Office Supplies,Binders,1,0.2,79.35,3.08
ORD-108915,2022-04-02,US,United States,USA,Consumer,Technology,Accessories,7,0.0,1813.7,374.65
ORD-119640,2022-04-02,APAC,China,CHN,Corporate,Office Supplies,Paper,3,0.1,79.08,6.16
ORD-103440,2022-04-02,Europe,Germany,DEU,Consumer,Furniture,Tables,2,0.1,1938.12,-224.64
ORD-110350,2022-04-02,US,United States,USA,Corporate,Office Supplies,Binders,2,0.0,130.86,20.66
ORD-113482,2022-04-02,Europe,United Kingdom,GBR,Consumer,Furniture,Furnishings,5,0.3,921.4,-45.51
ORD-118279,2022-04-02,Europe,United Kingdom,GBR,Corporate,Technology,Phones,5,0.0,5577.1,885.84
ORD-105914,2022-04-02,Europe,United Kingdom,GBR,Consumer,Technology,Copiers,5,0.0,8653.7,1218.16
ORD-109662,2022-04-02,US,United States,USA,Corporate,Office Supplies,Storage,7,0.0,827.89,104.52
ORD-105945,2022-04-02,Europe,United Kingdom,GBR,Corporate,Technology,Phones,6,0.2,3246.0,-49.61
ORD-104010,2022-04-02,Middle East,United Arab Emirates,ARE,Corporate,Office Supplies,Binders,6,0.1,257.64,31.14
ORD-110423,2022-04-02,US,United States,USA,Consumer,Furniture,Chairs,3,0.0,400.08,66.78
ORD-106887,2022-04-03,APAC,Singapore,SGP,Home Office,Furniture,Bookcases,8,0.0,5310.24,473.41
ORD-117300,2022-04-03,APAC,India,IND,Consumer,Office Supplies,Paper,3,0.0,135.39,19.63
ORD-109046,2022-04-03,Europe,France,FRA,Corporate,Technology,Machines,4,0.2,3186.36,-170.38
ORD-112956,2022-04-03,APAC,Japan,JPN,Consumer,Office Supplies,Paper,6,0.1,218.88,37.19
ORD-101599,2022-04-03,LATAM,Argentina,ARG,Consumer,Furniture,Chairs,8,0.3,2180.4,-368.19
ORD-102116,2022-04-03,Europe,France,FRA,Corporate,Office Supplies,Labels,2,0.2,24.76,2.55
ORD-107348,2022-04-03,Africa,South Africa,ZAF,Consumer,Office Supplies,Labels,4,0.2,45.8,3.14
ORD-101607,2022-04-03,Africa,Nigeria,NGA,Consumer,Technology,Machines,8,0.0,13391.36,-615.77
ORD-117192,2022-04-03,US,United States,USA,Corporate,Furniture,Furnishings,1,0.2,123.13,3.42
ORD-100940,2022-04-03,APAC,Singapore,SGP,Corporate,Office Supplies,Storage,1,0.0,291.14,45.14
ORD-108092,2022-04-03,Europe,Germany,DEU,Home Office,Office Supplies,Paper,2,0.0,97.1,18.85
ORD-101245,2022-04-03,APAC,China,CHN,Consumer,Technology,Accessories,1,0.4,231.95,-26.95
ORD-107486,2022-04-03,APAC,China,CHN,Corporate,Office Supplies,Paper,7,0.0,135.17,30.28
ORD-109716,2022-04-03,US,United States,USA,Home Office,Furniture,Tables,1,0.2,1143.06,-168.13
ORD-108529,2022-04-03,US,Canada,CAN,Consumer,Office Supplies,Art,7,0.2,160.02,-0.38
ORD-114171,2022-04-04,APAC,China,CHN,Corporate,Furniture,Furnishings,2,0.3,111.26,-7.61
ORD-112866,2022-04-04,Europe,Spain,ESP,Corporate,Technology,Accessories,3,0.1,136.41,12.25
ORD-102161,2022-04-04,APAC,Australia,AUS,Home Office,Technology,Machines,2,0.0,3597.04,220.96
ORD-116244,2022-04-04,Europe,France,FRA,Consumer,Furniture,Chairs,6,0.0,1658.76,83.54
ORD-110648,2022-04-04,APAC,China,CHN,Corporate,Furniture,Bookcases,4,0.3,1363.84,-181.58
ORD-111159,2022-04-04,US,United States,USA,Home Office,Technology,Phones,2,0.3,1226.36,4.56
ORD-115755,2022-04-04,LATAM,Mexico,MEX,Home Office,Furniture,Bookcases,5,0.0,4032.75,275.19
ORD-110751,2022-04-04,Europe,Spain,ESP,Home Office,Furniture,Tables,2,0.0,687.18,-57.39
ORD-104629,2022-04-04,US,United States,USA,Home Office,Furniture,Bookcases,7,0.2,5924.24,-265.14
ORD-115397,2022-04-04,Europe,Germany,DEU,Corporate,Furniture,Chairs,3,0.1,1470.0,82.14
ORD-107676,2022-04-04,LATAM,Brazil,BRA,Corporate,Technology,Accessories,4,0.0,338.72,48.48
ORD-104047,2022-04-04,US,United States,USA,Home Office,Office Supplies,Paper,6,0.0,215.94,46.41
ORD-110818,2022-04-04,Europe,Spain,ESP,Corporate,Technology,Copiers,7,0.0,11280.92,2060.84
ORD-115449,2022-04-05,APAC,India,IND,Consumer,Technology,Accessories,5,0.3,1349.55,-91.99
ORD-115329,2022-04-05,Europe,Italy,ITA,Home Office,Technology,Copiers,7,0.2,8812.65,-32.7
ORD-102061,2022-04-05,Europe,United Kingdom,GBR,Consumer,Furniture,Tables,1,0.0,833.19,-9.3
ORD-107727,2022-04-05,Europe,France,FRA,Corporate,Technology,Machines,4,0.0,1575.16,136.19
ORD-112813,2022-04-05,US,United States,USA,Consumer,Technology,Accessories,4,0.1,890.0,128.81
ORD-100102,2022-04-05,Europe,United Kingdom,GBR,Consumer,Furniture,Bookcases,2,0.1,1595.48,61.41
ORD-110018,2022-04-05,Europe,Italy,ITA,Consumer,Technology,Machines,3,0.0,5667.09,580.4
ORD-111514,2022-04-05,Europe,Germany,DEU,Corporate,Office Supplies,Appliances,8,0.1,1359.84,18.99
ORD-113463,2022-04-05,Europe,United Kingdom,GBR,Consumer,Technology,Copiers,3,0.3,5976.84,-237.35
ORD-117673,2022-04-05,APAC,Singapore,SGP,Home Office,Office Supplies,Binders,4,0.0,110.08,21.3
ORD-117027,2022-04-05,LATAM,Brazil,BRA,Consumer,Office Supplies,Art,2,0.1,103.66,4.44
ORD-113651,2022-04-05,Middle East,United Arab Emirates,ARE,Consumer,Office Supplies,Labels,5,0.4,81.3,0.51
ORD-109086,2022-04-06,APAC,India,IND,Home Office,Technology,Accessories,8,0.3,1351.6,16.5
ORD-117782,2022-04-06,LATAM,Mexico,MEX,Corporate,Furniture,Tables,8,0.2,4113.28,-978.02
ORD-101650,2022-04-06,APAC,China,CHN,Corporate,Office Supplies,Art,1,0.0,41.36,1.0
ORD-106048,2022-04-06,APAC,Australia,AUS,Consumer,Furniture,Bookcases,4,0.0,3488.52,306.53
ORD-113543,2022-04-06,APAC,China,CHN,Corporate,Office Supplies,Art,3,0.0,147.63,11.03
ORD-119530,2022-04-06,APAC,China,CHN,Consumer,Furniture,Bookcases,6,0.1,2134.68,-170.28
ORD-118416,2022-04-06,US,United States,USA,Consumer,Furniture,Furnishings,2,0.1,77.76,7.63
ORD-119172,2022-04-06,US,United States,USA,Home Office,Office Supplies,Binders,6,0.0,89.04,13.16
ORD-115443,2022-04-06,APAC,India,IND,Consumer,Technology,Phones,1,0.3,719.12,-81.86
ORD-100308,2022-04-06,Africa,South Africa,ZAF,Consumer,Office Supplies,Art,7,0.0,63.35,6.8
ORD-117134,2022-04-07,US,United States,USA,Consumer,Furniture,Bookcases,1,0.0,496.9,61.63
ORD-107291,2022-04-07,Europe,France,FRA,Corporate,Office Supplies,Labels,5,0.2,48.1,2.25
ORD-108274,2022-04-07,APAC,India,IND,Consumer,Furniture,Furnishings,8,0.2,1237.2,-0.09
ORD-114457,2022-04-07,US,United States,USA,Corporate,Furniture,Tables,2,0.0,2251.94,-109.95
ORD-112946,2022-04-07,Africa,Egypt,EGY,Home Office,Furniture,Bookcases,7,0.0,3538.22,117.41
ORD-106619,2022-04-07,APAC,Australia,AUS,Consumer,Furniture,Chairs,3,0.0,896.34,82.71
ORD-111834,2022-04-07,Europe,Italy,ITA,Consumer,Furniture,Bookcases,7,0.2,1561.63,-146.71
ORD-110409,2022-04-07,US,United States,USA,Consumer,Technology,Machines,8,0.0,14288.16,154.7
ORD-106463,2022-04-07,Middle East,Saudi Arabia,SAU,Home Office,Furniture,Furnishings,6,0.0,346.92,38.47
ORD-103026,2022-04-07,US,Canada,CAN,Consumer,Office Supplies,Art,2,0.0,79.54,11.51
ORD-114306,2022-04-07,US,United States,USA,Consumer,Office Supplies,Labels,6,0.0,60.9,14.48
ORD-100145,2022-04-07,APAC,China,CHN,Home Office,Furniture,Bookcases,2,0.1,1181.22,-64.64
ORD-117658,2022-04-08,APAC,China,CHN,Corporate,Furniture,Chairs,8,0.0,1113.28,52.83
ORD-110865,2022-04-08,US,Canada,CAN,Consumer,Office Supplies,Storage,3,0.0,783.39,91.47
ORD-105410,2022-04-08,Europe,France,FRA,Consumer,Furniture,Chairs,3,0.1,628.29,44.36
ORD-117515,2022-04-08,APAC,India,IND,Consumer,Technology,Copiers,3,0.3,3798.48,-138.8
ORD-103079,2022-04-08,US,Canada,CAN,Consumer,Office Supplies,Binders,7,0.1,550.48,67.06
ORD-114811,2022-04-08,APAC,Japan,JPN,Consumer,Technology,Accessories,7,0.2,1018.64,76.66
ORD-116916,2022-04-08,Europe,France,FRA,Home Office,Office Supplies,Art,2,0.1,10.0,0.01
ORD-106597,2022-04-08,Europe,Germany,DEU,Home Office,Office Supplies,Art,8,0.0,420.0,81.61
ORD-112654,2022-04-08,Europe,Germany,DEU,Home Office,Office Supplies,Paper,2,0.0,89.88,20.57
ORD-104722,2022-04-08,US,Canada,CAN,Consumer,Office Supplies,Binders,1,0.0,74.63,13.53
ORD-115399,2022-04-08,Europe,France,FRA,Home Office,Office Supplies,Appliances,8,0.0,895.2,115.79
ORD-113981,2022-04-08,Europe,Germany,DEU,Consumer,Office Supplies,Labels,5,0.1,50.25,8.22
ORD-105934,2022-04-08,Africa,South Africa,ZAF,Home Office,Office Supplies,Storage,7,0.0,2089.29,219.8
ORD-107751,2022-04-08,Europe,France,FRA,Corporate,Office Supplies,Art,3,0.2,51.12,0.91
ORD-115912,2022-04-08,Europe,France,FRA,Consumer,Office Supplies,Labels,3,0.0,42.03,8.49
ORD-114213,2022-04-09,Europe,Spain,ESP,Consumer,Furniture,Furnishings,8,0.0,1111.44,82.18
ORD-116904,2022-04-09,US,United States,USA,Consumer,Furniture,Chairs,2,0.0,593.0,63.22
ORD-107539,2022-04-09,US,United States,USA,Corporate,Furniture,Tables,4,0.0,4516.12,-219.59
ORD-118296,2022-04-09,APAC,Australia,AUS,Consumer,Furniture,Furnishings,1,0.0,115.15,19.57
ORD-104115,2022-04-09,APAC,China,CHN,Home Office,Furniture,Chairs,6,0.3,2086.92,-255.55
ORD-118567,2022-04-09,Europe,Germany,DEU,Consumer,Office Supplies,Labels,1,0.0,16.92,3.52
ORD-110178,2022-04-09,US,United States,USA,Corporate,Technology,Phones,7,0.4,6078.73,-767.69
ORD-101583,2022-04-09,Europe,Spain,ESP,Consumer,Technology,Machines,3,0.0,968.25,68.69
ORD-118466,2022-04-09,US,United States,USA,Home Office,Furniture,Bookcases,7,0.2,1791.93,-108.97
ORD-108224,2022-04-09,US,United States,USA,Corporate,Office Supplies,Storage,5,0.3,449.2,-43.84
ORD-111442,2022-04-09,US,United States,USA,Corporate,Office Supplies,Storage,6,0.1,801.6,97.06
ORD-110655,2022-04-09,LATAM,Brazil,BRA,Home Office,Furniture,Tables,4,0.4,3825.36,-1289.27
ORD-115515,2022-04-10,Europe,Spain,ESP,Corporate,Technology,Machines,7,0.0,16144.1,650.34
ORD-104893,2022-04-10,LATAM,Argentina,ARG,Consumer,Furniture,Tables,8,0.1,6081.68,-1048.37
ORD-111687,2022-04-10,LATAM,Mexico,MEX,Consumer,Technology,Machines,3,0.0,4373.55,139.76
ORD-107841,2022-04-10,APAC,Singapore,SGP,Consumer,Furniture,Bookcases,3,0.3,2600.16,-193.48
ORD-103389,2022-04-10,LATAM,Brazil,BRA,Corporate,Furniture,Chairs,1,0.0,330.88,23.94
ORD-106281,2022-04-10,US,United States,USA,Corporate,Furniture,Tables,2,0.0,1645.16,-110.52
ORD-115176,2022-04-10,US,United States,USA,Home Office,Office Supplies,Paper,6,0.1,131.34,19.99
ORD-119840,2022-04-10,Europe,Netherlands,NLD,Corporate,Technology,Copiers,3,0.0,5308.95,791.55
ORD-116927,2022-04-10,Europe,Spain,ESP,Home Office,Office Supplies,Paper,4,0.2,90.36,5.03
ORD-113852,2022-04-10,US,United States,USA,Corporate,Technology,Phones,7,0.1,2588.46,202.64
ORD-112789,2022-04-11,LATAM,Mexico,MEX,Consumer,Office Supplies,Binders,6,0.2,275.28,8.95
ORD-111913,2022-04-11,APAC,India,IND,Consumer,Office Supplies,Labels,5,0.1,25.35,2.56
ORD-112560,2022-04-11,US,Canada,CAN,Corporate,Furniture,Bookcases,2,0.0,1250.38,146.66
ORD-111259,2022-04-11,Europe,Spain,ESP,Home Office,Office Supplies,Labels,1,0.2,14.57,1.2
ORD-118345,2022-04-11,APAC,Australia,AUS,Consumer,Office Supplies,Labels,5,0.0,62.3,13.25
ORD-114568,2022-04-11,Europe,United Kingdom,GBR,Home Office,Technology,Machines,8,0.0,5152.88,310.57
ORD-118703,2022-04-11,Africa,South Africa,ZAF,Consumer,Furniture,Tables,6,0.2,6258.78,-953.13
ORD-112330,2022-04-11,US,United States,USA,Consumer,Furniture,Bookcases,8,0.0,5903.12,748.19
ORD-101876,2022-04-11,APAC,India,IND,Consumer,Furniture,Chairs,4,0.0,1991.72,68.17
ORD-113185,2022-04-12,US,United States,USA,Consumer,Technology,Phones,7,0.2,9659.86,347.91
ORD-103059,2022-04-12,LATAM,Brazil,BRA,Home Office,Office Supplies,Art,3,0.1,128.85,6.44
ORD-117775,2022-04-12,US,Canada,CAN,Corporate,Office Supplies,Art,7,0.1,165.13,14.28
ORD-116292,2022-04-12,Middle East,United Arab Emirates,ARE,Consumer,Furniture,Tables,3,0.0,1053.66,-69.71
ORD-108756,2022-04-12,LATAM,Brazil,BRA,Corporate,Technology,Phones,6,0.0,1858.98,131.31
ORD-108762,2022-04-12,APAC,India,IND,Consumer,Office Supplies,Paper,4,0.2,97.24,4.01
ORD-112771,2022-04-12,US,United States,USA,Consumer,Furniture,Furnishings,7,0.0,1235.99,173.13
ORD-117121,2022-04-12,APAC,Australia,AUS,Corporate,Office Supplies,Labels,6,0.0,62.4,12.94
ORD-102837,2022-04-13,US,United States,USA,Corporate,Office Supplies,Labels,2,0.1,57.3,10.53
ORD-100371,2022-04-13,US,United States,USA,Corporate,Furniture,Tables,2,0.1,1472.18,-162.32
ORD-116687,2022-04-13,Europe,Italy,ITA,Consumer,Office Supplies,Paper,7,0.1,114.1,15.01
ORD-101328,2022-04-13,Europe,Italy,ITA,Consumer,Office Supplies,Paper,2,0.2,95.04,10.39
ORD-103118,2022-04-13,Europe,Germany,DEU,Corporate,Furniture,Chairs,2,0.2,172.02,-0.79
ORD-102165,2022-04-13,Europe,United Kingdom,GBR,Consumer,Office Supplies,Art,7,0.3,322.77,-15.96
ORD-107104,2022-04-13,US,Canada,CAN,Consumer,Office Supplies,Appliances,2,0.0,924.5,47.48
ORD-101118,2022-04-13,US,Canada,CAN,Home Office,Office Supplies,Binders,6,0.2,139.2,4.13
ORD-105445,2022-04-13,APAC,Japan,JPN,Consumer,Furniture,Bookcases,1,0.0,633.93,68.29
ORD-117350,2022-04-13,Europe,France,FRA,Corporate,Technology,Copiers,8,0.3,7631.12,13.02
ORD-112896,2022-04-13,US,Canada,CAN,Corporate,Technology,Copiers,1,0.0,1403.61,252.33
ORD-116994,2022-04-13,US,Canada,CAN,Corporate,Technology,Accessories,1,0.0,60.37,12.75
ORD-114076,2022-04-14,Europe,Germany,DEU,Consumer,Office Supplies,Paper,6,0.0,66.72,14.02
ORD-107799,2022-04-14,APAC,India,IND,Consumer,Furniture,Furnishings,8,0.1,1206.96,25.68
ORD-106939,2022-04-14,APAC,China,CHN,Home Office,Furniture,Furnishings,1,0.0,158.64,14.86
ORD-107191,2022-04-14,APAC,India,IND,Consumer,Furniture,Furnishings,6,0.2,413.88,-12.91
ORD-102614,2022-04-14,APAC,China,CHN,Consumer,Furniture,Chairs,3,0.1,271.05,17.78
ORD-117454,2022-04-14,APAC,India,IND,Consumer,Furniture,Chairs,2,0.0,368.02,22.53
ORD-116680,2022-04-14,LATAM,Mexico,MEX,Corporate,Technology,Copiers,1,0.3,1439.01,-27.61
ORD-103252,2022-04-14,US,United States,USA,Consumer,Technology,Copiers,3,0.2,2600.91,99.28
ORD-116043,2022-04-14,US,United States,USA,Corporate,Furniture,Furnishings,7,0.2,603.54,15.41
ORD-103826,2022-04-14,APAC,Japan,JPN,Consumer,Office Supplies,Labels,2,0.0,29.06,6.81
ORD-112834,2022-04-14,Europe,France,FRA,Consumer,Office Supplies,Storage,7,0.1,1816.08,42.09
ORD-105842,2022-04-14,APAC,Singapore,SGP,Corporate,Furniture,Tables,2,0.3,2261.36,-485.05
ORD-101214,2022-04-14,APAC,Japan,JPN,Corporate,Office Supplies,Art,3,0.4,135.3,-9.95
ORD-106751,2022-04-14,APAC,Singapore,SGP,Consumer,Furniture,Bookcases,6,0.2,1831.32,-2.58
ORD-100444,2022-04-14,US,Canada,CAN,Home Office,Technology,Phones,2,0.2,1812.5,69.89
ORD-104862,2022-04-15,LATAM,Brazil,BRA,Corporate,Office Supplies,Labels,6,0.1,80.94,10.47
ORD-113877,2022-04-15,US,United States,USA,Consumer,Furniture,Bookcases,8,0.1,3943.44,162.89
ORD-117724,2022-04-15,APAC,Australia,AUS,Home Office,Furniture,Chairs,7,0.1,2845.64,26.41
ORD-118460,2022-04-15,Europe,Italy,ITA,Consumer,Office Supplies,Labels,4,0.2,50.56,2.52
ORD-107087,2022-04-15,US,United States,USA,Consumer,Office Supplies,Art,7,0.2,222.81,-0.02
ORD-118385,2022-04-15,US,United States,USA,Consumer,Furniture,Chairs,5,0.0,938.95,126.29
ORD-104633,2022-04-15,LATAM,Brazil,BRA,Corporate,Office Supplies,Paper,3,0.0,88.86,12.65
ORD-104494,2022-04-15,APAC,India,IND,Consumer,Technology,Machines,2,0.2,476.72,-34.12
ORD-106602,2022-04-15,Middle East,Saudi Arabia,SAU,Consumer,Technology,Machines,8,0.0,16025.2,720.9
ORD-118043,2022-04-15,Middle East,Saudi Arabia,SAU,Corporate,Technology,Machines,4,0.2,4153.88,-463.6
ORD-111510,2022-04-15,Europe,United Kingdom,GBR,Consumer,Furniture,Bookcases,2,0.0,810.4,89.12
ORD-113508,2022-04-15,APAC,China,CHN,Consumer,Furniture,Bookcases,7,0.3,5680.5,-515.93
ORD-115759,2022-04-16,Europe,Italy,ITA,Consumer,Technology,Phones,3,0.2,3461.55,21.16
ORD-118307,2022-04-16,Europe,Spain,ESP,Consumer,Furniture,Bookcases,6,0.0,2557.62,235.46
ORD-100107,2022-04-16,APAC,India,IND,Home Office,Technology,Phones,4,0.4,4674.0,-589.52
ORD-102734,2022-04-16,Middle East,United Arab Emirates,ARE,Consumer,Office Supplies,Art,4,0.3,85.12,-7.48
ORD-117324,2022-04-16,LATAM,Brazil,BRA,Consumer,Office Supplies,Storage,5,0.1,444.4,-0.54
ORD-110981,2022-04-16,APAC,India,IND,Home Office,Furniture,Tables,3,0.0,1050.9,-104.93
ORD-119099,2022-04-16,APAC,Japan,JPN,Corporate,Office Supplies,Storage,6,0.2,252.3,8.4
ORD-110855,2022-04-17,APAC,China,CHN,Consumer,Office Supplies,Storage,1,0.0,50.21,3.53
ORD-108660,2022-04-17,LATAM,Argentina,ARG,Consumer,Office Supplies,Paper,2,0.1,85.14,8.4
ORD-104644,2022-04-17,Europe,Germany,DEU,Corporate,Office Supplies,Binders,1,0.0,21.94,4.88
ORD-105913,2022-04-17,APAC,Japan,JPN,Consumer,Technology,Accessories,2,0.2,273.4,29.0
ORD-104765,2022-04-17,US,United States,USA,Corporate,Office Supplies,Labels,6,0.1,79.38,10.36
ORD-101549,2022-04-17,Europe,Italy,ITA,Consumer,Furniture,Furnishings,7,0.2,377.44,-1.01
ORD-101515,2022-04-17,Europe,Netherlands,NLD,Consumer,Office Supplies,Art,8,0.0,473.2,54.44
ORD-115120,2022-04-17,Europe,France,FRA,Consumer,Furniture,Chairs,7,0.0,3049.41,414.88
ORD-109937,2022-04-17,APAC,Australia,AUS,Consumer,Furniture,Bookcases,5,0.3,2417.1,-173.41
ORD-104630,2022-04-17,APAC,India,IND,Corporate,Technology,Accessories,6,0.0,439.5,67.27
ORD-118030,2022-04-17,Middle East,Saudi Arabia,SAU,Home Office,Furniture,Furnishings,2,0.0,172.52,19.67
ORD-114150,2022-04-17,Europe,Germany,DEU,Home Office,Furniture,Chairs,7,0.0,1672.93,276.81
ORD-103119,2022-04-17,US,United States,USA,Consumer,Furniture,Bookcases,5,0.3,4422.05,-196.36
ORD-106621,2022-04-18,Middle East,Saudi Arabia,SAU,Consumer,Office Supplies,Labels,2,0.2,39.54,3.98
ORD-102458,2022-04-18,US,United States,USA,Corporate,Office Supplies,Labels,4,0.0,92.76,22.02
ORD-107880,2022-04-18,Africa,Nigeria,NGA,Corporate,Technology,Copiers,4,0.1,5774.08,-8.62
ORD-103799,2022-04-18,Europe,United Kingdom,GBR,Consumer,Furniture,Tables,5,0.3,3512.25,-818.42
ORD-118777,2022-04-18,Africa,Egypt,EGY,Corporate,Office Supplies,Binders,5,0.0,369.05,47.23
ORD-106453,2022-04-18,US,United States,USA,Corporate,Office Supplies,Storage,4,0.0,234.0,28.17
ORD-106354,2022-04-18,Europe,Germany,DEU,Corporate,Office Supplies,Paper,1,0.0,44.16,10.75
ORD-113413,2022-04-18,Europe,United Kingdom,GBR,Consumer,Office Supplies,Art,2,0.1,57.04,5.04
ORD-116274,2022-04-18,APAC,Australia,AUS,Home Office,Office Supplies,Paper,1,0.0,31.06,7.49
ORD-104403,2022-04-18,APAC,India,IND,Corporate,Furniture,Furnishings,6,0.1,742.74,64.15
ORD-101529,2022-04-18,APAC,Australia,AUS,Corporate,Office Supplies,Labels,7,0.1,53.06,8.88
ORD-100819,2022-04-18,LATAM,Mexico,MEX,Consumer,Furniture,Bookcases,6,0.0,2964.84,228.97
ORD-107062,2022-04-18,Europe,Germany,DEU,Consumer,Office Supplies,Binders,7,0.0,375.34,66.92
ORD-114119,2022-04-18,Europe,Germany,DEU,Home Office,Office Supplies,Storage,3,0.0,473.7,39.14
ORD-107714,2022-04-19,Europe,United Kingdom,GBR,Corporate,Office Supplies,Art,1,0.2,40.57,2.5
ORD-111595,2022-04-19,LATAM,Mexico,MEX,Consumer,Office Supplies,Storage,6,0.3,755.04,-78.48
ORD-115380,2022-04-19,Europe,France,FRA,Consumer,Technology,Copiers,5,0.0,2114.9,277.88
ORD-111441,2022-04-19,Africa,Egypt,EGY,Consumer,Technology,Machines,8,0.0,8638.96,234.22
ORD-114483,2022-04-19,Middle East,Saudi Arabia,SAU,Home Office,Furniture,Chairs,8,0.0,2104.72,173.9
